ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Gender,Married,Education,Self_Employed,Property_Area,Loan_Status,Approval_Probability,Risk_Score,Risk_Level_ML,Total_Income,Income_Band,Predicted_Status
3333,3250.0,158.0,1.0,1,1,0,0,2,1,0.821940311341527,0.178059688658473,Low Risk,6583.0,High,1
2454,2333.0,181.0,0.0,1,1,1,0,2,0,0.13409448755166606,0.8659055124483339,High Risk,4787.0,Medium,0
3593,4266.0,132.0,0.0,1,1,0,0,0,0,0.1525497698937889,0.8474502301062111,High Risk,7859.0,Very High,0
5468,1032.0,26.0,1.0,1,1,0,0,1,1,0.8683109306542077,0.13168906934579228,Low Risk,6500.0,High,1
10139,0.0,260.0,1.0,1,1,0,1,1,1,0.7859937544827132,0.21400624551728675,Low Risk,10139.0,,1
3887,2669.0,162.0,1.0,1,1,0,0,1,1,0.8274921280757294,0.17250787192427064,Low Risk,6556.0,High,1
4180,2306.0,182.0,1.0,0,1,0,0,1,1,0.8005828079244092,0.19941719207559083,Low Risk,6486.0,High,1
3675,242.0,108.0,1.0,1,1,1,0,1,1,0.8387456897671384,0.16125431023286163,Low Risk,3917.0,Medium,1
19484,0.0,600.0,1.0,0,1,0,1,1,1,0.6389916241937867,0.36100837580621326,Medium Risk,19484.0,,1
5923,2054.0,211.0,1.0,1,1,0,0,0,1,0.8225037567184857,0.17749624328151425,Low Risk,7977.0,Very High,1
5800,0.0,132.0,1.0,1,0,1,1,1,1,0.6694875444315234,0.33051245556847664,Medium Risk,5800.0,High,1
8799,0.0,258.0,0.0,1,1,0,0,2,0,0.1502820510241115,0.8497179489758885,High Risk,8799.0,Very High,0
3333,0.0,70.0,1.0,1,0,0,0,2,1,0.7640150356957481,0.23598496430425187,Low Risk,3333.0,Medium,1
3400,2500.0,123.0,0.0,1,1,0,0,0,0,0.16674590876130024,0.8332540912386998,High Risk,5900.0,High,0
2378,0.0,9.0,1.0,0,0,0,0,2,0,0.7529743272767865,0.24702567272321352,Low Risk,2378.0,Low,1
3166,2064.0,104.0,0.0,1,1,0,0,2,0,0.17028729821459906,0.8297127017854009,High Risk,5230.0,High,0
3417,1750.0,186.0,1.0,1,1,0,0,2,1,0.8262163570066973,0.17378364299330273,Low Risk,5167.0,High,1
5116,1451.0,165.0,0.0,1,1,0,0,2,0,0.16064601012350713,0.8393539898764929,High Risk,6567.0,High,0
16666,0.0,275.0,1.0,1,1,0,0,2,1,0.8198340986329321,0.1801659013670679,Low Risk,16666.0,,1
6125,1625.0,187.0,1.0,1,1,1,0,1,0,0.8094533916897655,0.1905466083102345,Low Risk,7750.0,Very High,1
6406,0.0,150.0,1.0,1,1,0,0,1,0,0.849289583031194,0.15071041696880605,Low Risk,6406.0,High,1
3159,461.0,108.0,1.0,1,1,0,0,2,1,0.8529511916828628,0.14704880831713718,Low Risk,3620.0,Medium,1
3229,2739.0,110.0,1.0,1,0,0,0,2,1,0.7242561107476455,0.2757438892523545,Low Risk,5968.0,High,1
1782,2232.0,107.0,1.0,1,1,0,0,0,1,0.8450042325961905,0.1549957674038095,Low Risk,4014.0,Medium,1
6540,0.0,205.0,1.0,1,1,0,0,1,1,0.8369160544677591,0.16308394553224093,Low Risk,6540.0,High,1
1836,33837.0,90.0,1.0,1,0,0,0,2,0,0.3541378742389484,0.6458621257610516,High Risk,35673.0,,0
3166,0.0,36.0,1.0,0,1,0,0,1,1,0.8527104420450875,0.1472895579549125,Low Risk,3166.0,Medium,1
2787,1917.0,146.0,0.0,1,1,0,0,0,0,0.165351879813975,0.834648120186025,High Risk,4704.0,Medium,0
4283,3000.0,172.0,1.0,1,1,0,0,0,0,0.8247743193362752,0.1752256806637248,Low Risk,7283.0,High,1
2297,1522.0,104.0,1.0,1,1,0,0,2,1,0.8467121008997763,0.15328789910022367,Low Risk,3819.0,Medium,1
2165,0.0,70.0,1.0,0,0,1,0,1,1,0.7087433894596288,0.2912566105403712,Low Risk,2165.0,Low,1
2726,0.0,106.0,0.0,1,1,0,1,1,0,0.15283947301008538,0.8471605269899146,High Risk,2726.0,Medium,0
3000,3416.0,56.0,1.0,1,1,0,0,1,1,0.846714091711567,0.15328590828843303,Low Risk,6416.0,High,1
6000,0.0,205.0,1.0,1,1,0,1,1,0,0.8004491208821587,0.1995508791178413,Low Risk,6000.0,High,1
3859,3300.0,142.0,1.0,1,1,0,0,0,1,0.8297958441383413,0.1702041558616587,Low Risk,7159.0,High,1
16120,0.0,260.0,1.0,1,1,0,1,2,1,0.7848964823805257,0.21510351761947433,Low Risk,16120.0,,1
3833,0.0,110.0,1.0,1,0,1,0,0,1,0.7312437235083254,0.26875627649167455,Low Risk,3833.0,Medium,1
6383,1000.0,187.0,1.0,1,1,1,1,0,0,0.7769407467053269,0.22305925329467313,Low Risk,7383.0,High,1
2987,0.0,88.0,0.0,1,0,0,0,1,0,0.10835311920929766,0.8916468807907023,High Risk,2987.0,Medium,0
9963,0.0,180.0,1.0,1,1,0,1,0,1,0.8102590986019014,0.18974090139809863,Low Risk,9963.0,Very High,1
5780,0.0,192.0,1.0,1,1,0,0,2,1,0.8378048444677828,0.1621951555322172,Low Risk,5780.0,High,1
5703,0.0,128.0,1.0,1,1,0,0,2,1,0.8520771654272294,0.14792283457277056,Low Risk,5703.0,High,1
3676,4301.0,172.0,1.0,1,0,0,0,0,1,0.6920011696825016,0.3079988303174984,Medium Risk,7977.0,Very High,1
12000,0.0,496.0,1.0,0,1,0,0,1,1,0.7278577035637357,0.2721422964362643,Low Risk,12000.0,,1
3400,2500.0,173.0,1.0,1,1,0,0,1,1,0.825956013774495,0.174043986225505,Low Risk,5900.0,High,1
3987,1411.0,157.0,1.0,1,1,1,0,0,1,0.8205857048656205,0.17941429513437945,Low Risk,5398.0,High,1
3232,1950.0,108.0,1.0,1,1,0,0,0,1,0.8469270180488857,0.1530729819511143,Low Risk,5182.0,High,1
2900,0.0,71.0,1.0,0,0,0,0,0,1,0.738611371484045,0.261388628515955,Low Risk,2900.0,Medium,1
4106,0.0,40.0,1.0,1,1,0,0,0,1,0.8730344424995897,0.12696555750041028,Low Risk,4106.0,Medium,1
8072,240.0,253.0,1.0,1,1,0,0,2,1,0.8218244338979035,0.1781755661020965,Low Risk,8312.0,Very High,1
7583,0.0,187.0,1.0,1,1,0,0,2,1,0.8392892653970899,0.16071073460291008,Low Risk,7583.0,Very High,1
4583,0.0,133.0,0.0,0,0,0,1,1,0,0.06973076837491743,0.9302692316250826,High Risk,4583.0,Medium,0
